 PDBe Fold v2.59. (src3) 14 Apr 2014 result file.

                   RESULT SUMMARY

   ##      Q-score      P-score     Z-score   RMSD    Nalgn Nsse Ngaps Seq-%     Nmd Nres-Q Nsse-Q Nres-T Nsse-T Query Target
    1           1       16.18       11.93     0.000    56    4    0           1    0     56      4     56      4     3tgi:I   3tgi:I
    2      0.9986       13.58        10.9     0.112    56    4    0           1    0     56      4     56      4     3tgi:I   1f7z:I
    3      0.9984       13.58        10.9     0.121    56    4    0           1    0     56      4     56      4     3tgi:I   1fy8:I
    4      0.9984       13.58        10.9     0.122    56    4    0           1    0     56      4     56      4     3tgi:I   1ykt:B
    5      0.9975       13.13       10.71     0.151    56    4    0           1    0     56      4     56      4     3tgi:I   3tgk:I
    6      0.9959       10.09       9.336     0.192    56    4    0           1    0     56      4     56      4     3tgi:I   3tgj:I
    7      0.9923       12.25       10.33     0.264    56    4    0      0.8929    0     56      4     56      4     3tgi:I   1yld:B
    8      0.9857          12       10.22     0.362    56    4    0           1    0     56      4     56      4     3tgi:I   3u1j:E
    9      0.9847       8.914       8.751     0.373    56    4    0      0.9286    0     56      4     56      4     3tgi:I   1ylc:B
   10      0.9838       11.41       9.953     0.386    56    4    0      0.9821    0     56      4     56      4     3tgi:I   1bpt:A
   11      0.9809       13.58        10.9     0.120    56    4    0           1    0     56      4     57      4     3tgi:I   1f5r:I
   12      0.9792       11.48       9.984     0.438    56    4    0           1    0     56      4     56      4     3tgi:I   3ldj:C
   13      0.9768       10.12       9.353     0.463    56    4    0           1    0     56      4     56      4     3tgi:I   3ldm:B
   14       0.975       11.63       10.05     0.480    56    4    0           1    0     56      4     56      4     3tgi:I   6pti:A
   15       0.975       10.78       9.662     0.480    56    4    0           1    0     56      4     56      4     3tgi:I   2hex:E
   16      0.9741       11.06       9.794     0.489    56    4    0           1    0     56      4     56      4     3tgi:I   1bz5:C
   17      0.9741       11.17       9.843     0.490    56    4    0           1    0     56      4     56      4     3tgi:I   2hex:B
   18      0.9736       11.01       9.771     0.494    56    4    0           1    0     56      4     56      4     3tgi:I   2hex:A
   19      0.9734       11.06       9.794     0.496    56    4    0           1    0     56      4     56      4     3tgi:I   1bz5:A
   20      0.9733       11.06       9.794     0.497    56    4    0           1    0     56      4     56      4     3tgi:I   1bz5:E
   21      0.9731       10.91       9.726     0.499    56    4    0           1    0     56      4     56      4     3tgi:I   3ldi:C
   22      0.9725       11.01       9.771     0.504    56    4    0           1    0     56      4     56      4     3tgi:I   1bz5:B
   23      0.9725       11.06       9.794     0.504    56    4    0           1    0     56      4     56      4     3tgi:I   1bz5:D
   24      0.9725       10.91       9.726     0.504    56    4    0           1    0     56      4     56      4     3tgi:I   2hex:D
   25       0.972       11.22       9.869     0.509    56    4    0        0.75    0     56      4     56      4     3tgi:I   3aud:B
   26      0.9713       9.485        9.04     0.516    56    4    0           1    0     56      4     56      4     3tgi:I   3ldm:E
   27      0.9712       10.82       9.683     0.516    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:J
   28      0.9708       10.78       9.662     0.520    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:A
   29      0.9707        8.29       8.425     0.521    56    4    0           1    0     56      4     56      4     3tgi:I   1eaw:B
   30      0.9705       10.78       9.662     0.523    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:H
   31      0.9703       10.78       9.662     0.525    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:D
   32      0.9701       10.78       9.662     0.527    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:B
   33      0.9699       9.928       9.258     0.528    56    4    0           1    0     56      4     56      4     3tgi:I   1b0c:B
   34      0.9699       10.91       9.726     0.529    56    4    0      0.6429    0     56      4     56      4     3tgi:I   5jb7:A
   35      0.9698       10.78       9.662     0.530    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:F
   36      0.9697       10.78       9.662     0.530    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:G
   37      0.9694       9.928       9.258     0.533    56    4    0           1    0     56      4     56      4     3tgi:I   1b0c:C
   38      0.9692       10.73       9.642     0.535    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:E
   39      0.9691       9.928       9.258     0.536    56    4    0           1    0     56      4     56      4     3tgi:I   1b0c:A
   40       0.969       10.73       9.642     0.536    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:C
   41       0.969       10.96       9.748     0.537    56    4    0           1    0     56      4     56      4     3tgi:I   3ldm:A
   42      0.9689       9.928       9.258     0.537    56    4    0           1    0     56      4     56      4     3tgi:I   1b0c:E
   43      0.9686       10.73       9.642     0.540    56    4    0           1    0     56      4     56      4     3tgi:I   1bhc:I
   44      0.9685       10.87       9.704     0.541    56    4    0           1    0     56      4     56      4     3tgi:I   3ldm:C
   45      0.9681       11.28       9.896     0.545    56    4    0      0.9821    0     56      4     56      4     3tgi:I   1nag:A
   46      0.9677       9.896       9.242     0.548    56    4    0           1    0     56      4     56      4     3tgi:I   1b0c:D
   47      0.9676       10.96       9.748     0.549    56    4    0           1    0     56      4     56      4     3tgi:I   3ldj:A
   48       0.967       10.96       9.748     0.554    56    4    0        0.75    0     56      4     56      4     3tgi:I   3aud:A
   49      0.9668       10.45       9.507     0.378    55    4    0           1    0     56      4     55      4     3tgi:I   4wxv:I
   50      0.9662       10.69       9.622     0.561    56    4    0        0.75    0     56      4     56      4     3tgi:I   3wny:I
   51      0.9657        11.8       10.13     0.395    56    4    0      0.9107    0     56      4     57      4     3tgi:I   2zjx:B
   52      0.9647       10.78       9.662     0.574    56    4    0      0.7321    0     56      4     56      4     3tgi:I   3ci7:B
   53      0.9642       11.63       10.05     0.413    56    4    0      0.9107    0     56      4     57      4     3tgi:I   2zvx:B
   54      0.9638       8.652       8.615     0.581    56    4    0           1    0     56      4     56      4     3tgi:I   3ldj:B
   55      0.9628       10.65       9.602     0.589    56    4    0      0.7321    0     56      4     56      4     3tgi:I   3auh:A
   56      0.9624       12.83       10.58     0.170    56    4    0           1    0     56      4     58      4     3tgi:I   3fp8:I
   57      0.9623       10.23       9.402     0.431    55    4    0           1    0     56      4     55      4     3tgi:I   4wxv:C
   58       0.962       11.28       9.896     0.438    56    4    0      0.6607    0     56      4     57      4     3tgi:I   5jb6:B
   59      0.9618       10.65       9.602     0.597    56    4    0        0.75    0     56      4     56      4     3tgi:I   3wny:A
   60      0.9618       8.675       8.628     0.598    56    4    0           1    0     56      4     56      4     3tgi:I   2ijo:I
   61      0.9617       12.83       10.58     0.189    56    4    0           1    0     56      4     58      4     3tgi:I   3fp6:I
   62      0.9595       12.59       10.48     0.238    56    4    0           1    0     56      4     58      4     3tgi:I   2r9p:I
   63      0.9591       12.25       10.33     0.244    56    4    0           1    0     56      4     58      4     3tgi:I   2r9p:F
   64      0.9591       12.25       10.33     0.245    56    4    0           1    0     56      4     58      4     3tgi:I   4dg4:C
   65       0.959       12.25       10.33     0.248    56    4    0           1    0     56      4     58      4     3tgi:I   4dg4:H
   66      0.9586       11.06       9.794     0.473    56    4    0      0.9821    0     56      4     57      4     3tgi:I   6f1f:D
   67      0.9578       12.41        10.4     0.269    56    4    0           1    0     56      4     58      4     3tgi:I   3otj:I
   68      0.9577       10.96       9.748     0.483    56    4    0      0.9821    0     56      4     57      4     3tgi:I   6f1f:E
   69       0.957       10.96       9.748     0.490    56    4    0           1    0     56      4     57      4     3tgi:I   3ldi:A
   70      0.9569          12       10.22     0.285    56    4    0           1    0     56      4     58      4     3tgi:I   4dg4:E
   71      0.9568       11.01       9.771     0.491    56    4    0      0.7321    0     56      4     57      4     3tgi:I   3aue:F
   72      0.9567       12.12       10.27     0.287    56    4    0      0.9464    0     56      4     58      4     3tgi:I   1ejm:F
   73      0.9567       11.06       9.794     0.492    56    4    0      0.9821    0     56      4     57      4     3tgi:I   6f1f:C
   74      0.9566       12.25       10.33     0.289    56    4    0           1    0     56      4     58      4     3tgi:I   1d0d:B
   75      0.9559       7.454       7.968     0.644    56    4    0           1    0     56      4     56      4     3tgi:I   1eaw:D
   76      0.9557       9.743       9.167     0.646    56    4    0      0.7321    0     56      4     56      4     3tgi:I   3auh:E
   77      0.9557       10.96       9.748     0.502    56    4    0      0.9821    0     56      4     57      4     3tgi:I   6f1f:B
   78      0.9556       11.89       10.17     0.305    56    4    0      0.9821    0     56      4     58      4     3tgi:I   9pti:A
   79      0.9555       12.25       10.33     0.307    56    4    0      0.9464    0     56      4     58      4     3tgi:I   1ejm:B
   80      0.9552          12       10.22     0.311    56    4    0      0.9464    0     56      4     58      4     3tgi:I   1ejm:D
   81       0.955       12.12       10.27     0.314    56    4    0      0.9643    0     56      4     58      4     3tgi:I   1p2o:D
   82       0.955       11.11       9.818     0.508    56    4    0      0.9643    0     56      4     57      4     3tgi:I   1aal:B
   83      0.9549       10.57       9.563     0.652    56    4    0        0.75    0     56      4     56      4     3tgi:I   3wny:E
   84      0.9549       11.71       10.09     0.317    56    4    0           1    0     56      4     58      4     3tgi:I   2r9p:E
   85      0.9549       10.57       9.563     0.652    56    4    0        0.75    0     56      4     56      4     3tgi:I   3wny:H
   86      0.9549       9.216       8.905     0.652    56    4    0           1    0     56      4     56      4     3tgi:I   3ldm:D
   87      0.9548       9.088        8.84     0.318    56    4    0           1    0     56      4     58      4     3tgi:I   1cbw:D
   88      0.9547        11.8       10.13     0.320    56    4    0           1    0     56      4     58      4     3tgi:I   5pti:A
   89      0.9546       11.89       10.17     0.320    56    4    0           1    0     56      4     58      4     3tgi:I   1cbw:I
   90      0.9546       9.928       9.258     0.321    56    4    0           1    0     56      4     58      4     3tgi:I   1mtn:D
